50
329
0, 0, 0.8873896750590361
0, 5, 0.027335921140533667
0, 39, -0.01497522387795745
1, 1, 0.9065247745617167
1, 6, -0.027194798852945314
1, 9, -0.10407434900671496
1, 14, 0.07535045266059841
1, 20, 0.08163385423630613
1, 27, 0.09388239954102484
1, 32, 0.006309434127727687
1, 33, 0.034010348808960714
1, 45, 0.07704547989122285
2, 2, 1.0486463798999974
2, 9, -0.20415677931184206
2, 23, 0.14933731951951476
2, 25, 0.17036326960852935
2, 27, 0.07913264229068845
2, 31, -0.114114386418419
2, 43, 0.04053484527987551
3, 3, 1.053218407767352
3, 6, 0.0007000713649480601
3, 14, 0.06519781909414804
3, 15, -0.03150682568236008
3, 16, 0.012716623438673441
3, 19, 0.030806706783823325
3, 20, -0.09855081746815467
3, 31, 0.09068459557772394
4, 4, 1.192424149450136
4, 33, -0.13964359091127035
4, 36, 0.06325500488911347
4, 40, 0.16838965442863718
4, 49, 0.1024620192307536
5, 0, -0.0043923244348112525
5, 2, 0.1247210129368782
5, 5, 1.1850341903764758
5, 15, -0.014579894747123949
5, 28, -0.06361016305817843
5, 30, 0.006344089804040153
5, 37, -0.09260198298085587
5, 46, -0.16170995431341137
5, 47, 0.12530025105621215
6, 0, -0.15116344924855496
6, 6, 0.9276108490667968
6, 10, 0.01901300364830827
6, 11, -0.20682777151620366
6, 26, -0.037109929152904175
6, 27, -0.31820307121368363
6, 28, -0.091745145609328
6, 36, -0.1032507570174892
6, 38, 0.15011434809430813
6, 39, 0.036854499799859934
7, 7, 1.145099216054299
7, 27, -0.03915542666493042
7, 29, 0.15755699029958178
7, 34, 0.05354111221001532
7, 41, -0.02169473173624371
8, 6, 0.02028067771897056
8, 8, 1.0313483450705128
8, 10, -0.04290169154527755
8, 16, 0.06811530059553422
8, 19, -0.09139390032911997
8, 37, 0.19909168536227137
8, 42, 0.029536181353028414
8, 44, 0.03580172464713034
9, 9, 1.2889994128312434
9, 11, -0.15127649944402324
9, 27, 0.10445869467414465
9, 36, -0.03968400576323012
9, 44, -0.06139069806907388
9, 45, -0.07943381313381709
10, 7, 0.09483342859359097
10, 10, 0.9336862468760988
10, 18, -0.09725769406943538
10, 23, 0.07921768467102451
10, 34, 0.0010580485070772218
10, 36, 0.03422061658022873
10, 40, -0.18726091294225375
11, 11, 0.8074208596140671
11, 13, -0.14031521070961114
11, 27, 0.17114513563512188
